merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud
"fraud_Connelly, Reichert and Fritsch",gas_transport,67.03,M,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,1/11/1969,41.144481,-77.838737,0
"fraud_Nitzsche, Kessler and Wolff",shopping_pos,7.18,M,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,11/4/1948,43.272726,-72.51915,0
"fraud_Nicolas, Hills and McGlynn",entertainment,5.58,M,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1/11/1946,43.013124,-82.645816,0
"fraud_Rohan, White and Aufderhar",misc_net,24.25,F,Dongola,IL,62926,37.3712,-89.1349,2263,Scientific laboratory technician,13/09/1984,37.3714,-89.452916,0
"fraud_Zieme, Bode and Dooley",gas_transport,64.95,M,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,9/6/1973,38.544727,-76.181389,0
fraud_DuBuque LLC,grocery_pos,237.7,F,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1/8/1984,41.168515,-108.939167,0
fraud_Cartwright-Harris,grocery_pos,83.42,M,De Queen,AR,71832,34.0442,-94.3386,11253,"Scientist, biomedical",25/04/1957,33.418601,-94.426724,0
fraud_Rau and Sons,grocery_pos,88.42,F,Louisville,KY,40202,38.2507,-85.7476,736284,Engineering geologist,2/4/1952,38.962639,-85.685365,0
fraud_Erdman-Kertzmann,gas_transport,67.66,M,Titusville,FL,32780,28.5697,-80.8191,54767,Set designer,25/07/1987,28.153888,-81.48511,0
fraud_Hackett-Lueilwitz,grocery_pos,90,F,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,29/05/1968,40.33188,-81.631388,0
fraud_Schmitt Ltd,misc_net,27.97,F,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,13/03/1994,41.665827,-75.267117,0
fraud_Klocko LLC,misc_net,2.67,F,River,KY,41254,37.8795,-82.7251,571,Quarry manager,7/3/1931,38.158571,-82.074403,0
fraud_Miller-Hauck,grocery_pos,85.66,F,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",2/6/1975,39.833213,-87.095346,0
fraud_Cummerata-Jones,gas_transport,42.37,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,23/11/1990,31.153217,-103.260904,0
fraud_Hamill-Daugherty,misc_net,4.85,F,Ashford,WA,98304,46.7531,-121.9898,759,Video editor,14/09/1956,46.493277,-122.538452,0
fraud_Dach-Borer,grocery_net,36.67,M,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,1/4/1973,34.274769,-86.665526,0
fraud_Hackett-Lueilwitz,grocery_pos,85.53,M,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1/11/1946,42.510704,-82.172027,0
"fraud_Bahringer, Schoen and Corkery",shopping_pos,3.31,F,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,30/08/1946,39.713466,-83.037593,0
fraud_Kuphal-Bartoletti,misc_net,69.03,M,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,16/01/1982,32.237783,-81.778035,0
fraud_Barrows PLC,shopping_pos,2.25,M,Burbank,OK,74633,36.6966,-96.7869,471,Sub,30/03/1941,36.477178,-97.658325,0
"fraud_Tillman, Dickinson and Labadie",gas_transport,75.53,F,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,24/12/1974,38.595532,-88.454059,0
fraud_Kiehn-Emmerich,grocery_pos,106.55,F,Vienna,GA,31092,32.0913,-83.7922,7420,Phytotherapist,15/01/1957,31.6058,-83.314243,0
fraud_Jaskolski-Vandervort,misc_net,449.25,F,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,19/05/1961,44.464554,-123.318894,0
fraud_Huels-Nolan,gas_transport,42.54,F,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",4/8/1997,37.43755,-83.705585,0
"fraud_Goldner, Kovacek and Abbott",grocery_pos,106.26,F,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,2/1/1976,29.923043,-97.1002,0
fraud_Beier-Hyatt,shopping_pos,8.31,M,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",6/1/1942,48.847101,-95.916245,0
fraud_Trantow PLC,grocery_net,70.81,F,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,26/10/1988,37.397303,-93.192833,0
fraud_McDermott-Weimann,grocery_pos,81.83,M,Detroit,MI,48202,42.377,-83.0796,673342,Broadcast presenter,20/11/1969,43.363232,-83.075322,0
fraud_Vandervort-Funk,grocery_pos,92.62,F,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,12/4/1976,45.038263,-70.366158,0
fraud_Goyette Inc,shopping_net,224.63,F,Ash Flat,AR,72513,36.2201,-91.6421,2856,Hydrologist,27/08/1926,35.495538,-92.111942,0
fraud_Goyette Inc,shopping_net,4.73,F,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,5/7/1954,37.971404,-123.062313,0
fraud_Prohaska-Murray,gas_transport,74.8,F,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",27/11/1992,39.373874,-94.491609,0
"fraud_Ruecker, Beer and Collier",shopping_net,6.3,F,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,26/07/1965,30.996025,-98.809171,0
fraud_Dach-Borer,grocery_net,79.95,F,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,2/1/1976,30.060027,-97.225597,0
fraud_O'Keefe-Hudson,grocery_pos,65.67,M,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14/05/1993,35.568414,-78.692292,0
"fraud_Douglas, Schneider and Turner",shopping_pos,4.15,F,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",19/03/1962,31.449335,-101.352692,0
fraud_Cormier LLC,shopping_net,15.05,F,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,29/05/1968,40.214543,-81.658905,0
"fraud_Schultz, Simonis and Little",grocery_pos,56.16,M,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",7/10/1959,41.65579,-87.59936,0
fraud_Murray Ltd,grocery_net,70.68,F,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,20/11/1974,42.992579,-91.726302,0
"fraud_Lockman, West and Runte",grocery_pos,70.63,F,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,15/02/1972,39.812614,-76.48933,0
"fraud_Raynor, Feest and Miller",gas_transport,71.43,F,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,23/08/1940,37.145473,-80.795776,0
"fraud_Johnson, Runolfsdottir and Mayer",misc_net,8.55,F,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,22/12/1969,33.487349,-118.646404,0
"fraud_Greenholt, O'Hara and Balistreri",shopping_net,2.53,M,Fairview,NJ,7022,40.817,-74,13835,"Programmer, multimedia",28/05/1967,40.311104,-73.523427,0
fraud_Kling Inc,gas_transport,70.3,M,Oakdale,NY,11769,40.7382,-73.1297,9506,"Biochemist, clinical",13/04/1953,41.700702,-72.361002,0
fraud_Kiehn Inc,grocery_pos,92.45,F,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,22/12/1969,33.338966,-117.648698,0
"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,64.66,M,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,5/10/1978,40.925733,-73.153839,0
"fraud_Raynor, Reinger and Hagenes",gas_transport,106.21,M,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",9/11/1990,40.692377,-74.889828,0
fraud_Friesen-Stamm,gas_transport,56.88,M,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,31/05/1999,46.400133,-116.468083,0
fraud_Kunze Inc,grocery_pos,99.54,M,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,30/07/1980,34.163773,-102.79301,0
fraud_Goyette Inc,shopping_net,3.97,M,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,27/03/1936,41.763823,-84.386108,0
fraud_Pacocha-Bauch,shopping_pos,5.21,F,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,27/09/1962,43.721012,-77.650346,0
fraud_Torp-Labadie,gas_transport,49.42,M,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",18/03/2004,42.355991,-87.613452,0
fraud_Parisian and Sons,gas_transport,73.1,M,Detroit,MI,48221,42.426,-83.15,673342,Retail manager,19/06/1967,43.22865,-83.273683,0
fraud_Durgan-Auer,misc_net,14.13,M,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,3/4/1946,40.24598,-80.477684,0
fraud_Emard Inc,gas_transport,74.97,F,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,12/11/1957,41.675285,-83.987876,0
fraud_Kutch LLC,gas_transport,92.12,M,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,24/03/1980,38.223764,-82.496397,0
fraud_Kutch LLC,gas_transport,95.03,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",9/11/1939,65.140345,-166.146884,0
fraud_Dooley-Thompson,misc_net,2.71,F,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,30/01/1986,27.449605,-81.91085,0
fraud_Terry-Huel,shopping_net,4.39,F,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,14/08/1947,32.40494,-85.737246,0
fraud_Harber Inc,gas_transport,54.02,F,Minneapolis,MN,55428,45.0632,-93.3811,1022298,Analytical chemist,28/10/1967,45.475814,-92.387298,0
"fraud_Casper, Hand and Zulauf",grocery_pos,139.99,F,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27/05/1967,40.035738,-120.239579,0
"fraud_Mosciski, Gislason and Mertz",grocery_pos,69.41,M,Lakeview,MI,48850,43.4269,-85.2924,4474,Emergency planning/management officer,15/01/1976,43.175193,-84.674588,0
"fraud_Huel, Hammes and Witting",grocery_pos,115.43,M,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,9/2/1994,46.574875,-84.194572,0
fraud_Cummerata-Jones,gas_transport,76.14,F,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,5/7/1954,39.19736,-123.092661,0
"fraud_Hayes, Marquardt and Dibbert",misc_net,8.43,F,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,19/03/1985,38.42579,-74.808462,0
fraud_Fisher-Schowalter,shopping_net,11.09,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,16/11/1949,34.909589,-81.369639,0
fraud_Fisher-Schowalter,shopping_net,67.9,F,Hopewell,VA,23860,37.2876,-77.295,31970,Purchasing manager,15/08/1935,36.29068,-77.863924,0
"fraud_Schumm, Bauch and Ondricka",grocery_pos,197.35,F,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,7/11/1990,26.01917,-99.458219,0
fraud_McGlynn-Jaskolski,misc_pos,238.46,F,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,30/11/1978,27.820353,-81.805061,0
"fraud_Moore, Dibbert and Koepp",misc_net,2.16,F,Falls City,TX,78113,28.9814,-98.0156,2435,"Engineer, mining",9/4/1967,28.111718,-97.01955,0
fraud_Denesik and Sons,shopping_pos,5.91,F,Jaffrey,NH,3452,42.8178,-72.0275,5457,"Surveyor, hydrographic",17/04/1950,43.56996,-72.537626,0
"fraud_Mosciski, Gislason and Mertz",grocery_pos,164.43,F,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18/06/1985,42.238655,-83.262194,0
fraud_Pacocha-Bauch,shopping_pos,21.22,F,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,30/05/1929,30.135837,-87.298909,0
fraud_Prohaska-Murray,gas_transport,58.91,M,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30/07/1982,33.232372,-117.534452,0
"fraud_Altenwerth, Cartwright and Koss",shopping_net,9.23,M,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,16/10/1941,36.815316,-80.28775,0
"fraud_Ferry, Reichel and DuBuque",grocery_net,84.4,F,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,24/01/1990,29.955786,-84.808246,0
fraud_Strosin-Cruickshank,grocery_pos,112.97,F,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,16/12/1980,42.083087,-103.841246,0
fraud_Miller-Harris,misc_net,32.13,F,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,18/11/1987,39.702874,-94.185165,0
"fraud_Weimann, Kuhic and Beahan",shopping_pos,222.15,F,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,23/08/1929,34.748519,-80.98802,0
fraud_Flatley-Durgan,misc_net,1.22,F,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,26/07/1965,32.76126,-98.035894,0
fraud_Kuhic Inc,grocery_pos,102.57,F,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,12/6/1983,43.627102,-77.47435,0
fraud_Strosin-Cruickshank,grocery_pos,130.44,F,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),3/6/1984,33.93042,-81.420683,0
fraud_Kilback LLC,grocery_pos,63.81,M,Omaha,NE,68117,41.2064,-95.9953,518429,"Surveyor, land/geomatics",10/10/1995,40.71137,-96.098405,0
fraud_Rodriguez Group,gas_transport,69.94,F,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25/03/1988,41.564972,-91.811935,0
fraud_Huels-Nolan,gas_transport,75.51,F,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",17/08/1980,39.321618,-75.713442,0
"fraud_Greenholt, O'Hara and Balistreri",shopping_net,31.55,F,Winslow,AR,72959,35.8312,-94.1187,2786,Musician,27/09/1965,35.770966,-94.882792,0
fraud_Kutch-Hegmann,grocery_net,73.26,F,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",15/06/1976,37.931333,-88.277524,0
"fraud_Stokes, Christiansen and Sipes",grocery_net,36.33,F,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,12/11/1970,32.270062,-97.064375,0
fraud_Heidenreich PLC,grocery_pos,112.95,F,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27/10/1974,36.992111,-91.51452,0
fraud_Smith-Stokes,misc_pos,3.19,M,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",9/6/1949,42.183048,-76.246058,0
fraud_Bauch-Raynor,grocery_pos,127.77,M,Luray,MO,63453,40.4931,-91.8912,519,Town planner,13/02/1966,40.282365,-91.300203,0
fraud_Bernhard Inc,gas_transport,74.88,M,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",5/7/1993,41.60258,-74.715111,0
fraud_Corwin-Collins,gas_transport,71.67,M,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",29/06/1975,45.765712,-110.504192,0
"fraud_Langworth, Boehm and Gulgowski",shopping_net,93.02,M,Mount Saint Joseph,OH,45051,39.0965,-84.6431,177,Exhibition designer,30/05/1974,38.398257,-84.015789,0
fraud_Ledner-Pfannerstill,gas_transport,39.45,M,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",9/11/1939,64.440482,-165.982454,0
"fraud_Turcotte, McKenzie and Koss",entertainment,5.96,M,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",28/09/1961,28.686768,-81.610132,0
fraud_Runolfsson and Sons,grocery_net,40.04,F,North Prairie,WI,53153,42.9385,-88.395,2328,Applications developer,6/1/1942,42.637545,-88.250976,0
fraud_Ortiz Group,grocery_net,53.77,F,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,26/06/1955,44.670376,-98.305036,0
fraud_Lockman Ltd,grocery_pos,98.75,M,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,1/7/1972,30.676391,-91.85696,0
fraud_Huel-Langworth,misc_net,9.1,M,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,15/12/1943,31.468071,-97.609622,0
"fraud_Zboncak, Rowe and Murazik",shopping_net,30.31,F,Central,IN,47110,38.097,-86.1723,350,Counsellor,5/1/1955,37.71882,-85.669841,0
fraud_Zemlak Group,misc_net,23.98,F,Juliette,GA,31046,33.1194,-83.8235,3343,Theatre manager,8/6/1990,34.056843,-84.093869,0
fraud_Gerlach Inc,shopping_net,6.85,F,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",6/7/1952,36.625151,-98.763964,0
fraud_Wuckert-Walter,grocery_net,63.61,M,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",28/02/1989,27.569101,-83.483807,0
"fraud_Cremin, Hamill and Reichel",misc_pos,48.91,F,Washington Court House,OH,43160,39.537,-83.455,22305,Television floor manager,9/3/1939,39.258733,-82.94194,0
fraud_Hudson-Ratke,grocery_pos,97.94,F,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,23/08/1940,36.969174,-80.644964,0
fraud_Lesch Ltd,shopping_pos,1.48,F,Belle Fourche,SD,57717,44.6723,-103.8396,8007,Hospital pharmacist,17/09/1940,44.798936,-104.300343,0
"fraud_Stokes, Christiansen and Sipes",grocery_net,44.26,F,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,26/10/1988,38.628299,-91.74888,0
"fraud_Swift, Bradtke and Marquardt",grocery_net,46.46,F,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,18/11/1997,37.97964,-97.664979,0
fraud_Vandervort-Funk,grocery_pos,126.76,F,River,KY,41254,37.8795,-82.7251,571,Quarry manager,7/3/1931,38.292434,-83.653566,0
"fraud_Schumm, Bauch and Ondricka",grocery_pos,95.23,M,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,23/12/1974,39.715511,-93.96142,0
"fraud_Tromp, Kerluke and Glover",grocery_net,36.79,M,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,31/08/1984,26.806685,-82.877919,0
fraud_Kemmer-Buckridge,misc_pos,24.28,M,Melbourne,FL,32935,28.1384,-80.6524,139650,Database administrator,23/01/1957,28.433013,-80.655908,0
fraud_Ruecker Group,misc_net,75.06,F,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,16/08/1993,38.37608,-101.593425,0
"fraud_Reilly, Heaney and Cole",gas_transport,55.39,F,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,10/12/1971,39.417175,-81.371097,0
fraud_Miller-Harris,misc_net,1.44,M,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",15/02/1988,32.558678,-88.459667,0
fraud_Jewess LLC,shopping_pos,6.37,M,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,26/06/1926,37.174131,-82.632359,0
fraud_Bernhard-Lesch,food_dining,79.99,M,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,5/8/1959,32.234308,-117.45148,0
fraud_Kilback LLC,grocery_pos,82.94,M,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,18/05/1974,41.826929,-76.788749,0
fraud_Heller-Langosh,gas_transport,44.08,M,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,21/01/1966,42.44457,-73.216978,0
fraud_Deckow-O'Conner,grocery_pos,174.4,F,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",19/10/1977,35.897696,-81.886071,0
fraud_Douglas-White,entertainment,3.92,F,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",17/11/1964,42.003612,-73.223399,0
fraud_Kiehn Inc,grocery_pos,102.23,F,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",24/06/1979,39.789472,-82.251135,0
"fraud_Heller, Gutmann and Zieme",grocery_pos,168.4,M,Mallie,KY,41836,37.2692,-82.9161,798,Facilities manager,26/06/1926,36.646169,-83.144013,0
"fraud_Hayes, Marquardt and Dibbert",misc_net,390.2,M,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,9/1/1956,42.155824,-88.83771,0
"fraud_Robel, Cummerata and Prosacco",gas_transport,73.61,M,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,24/10/1927,35.563473,-79.951589,0
"fraud_Rowe, Batz and Goodwin",grocery_pos,83.49,M,Washington,DC,20017,38.9367,-76.994,601723,"Psychotherapist, child",4/2/1991,39.12258,-77.256554,0
fraud_Kuhn Group,food_dining,57.23,F,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",22/07/1936,43.866818,-89.389489,0
"fraud_Lind, Huel and McClure",gas_transport,66.62,M,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,21/12/1980,39.799905,-74.456121,0
fraud_Roob LLC,grocery_net,56.24,F,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",19/10/1977,37.462429,-82.351557,0
fraud_Kilback LLC,food_dining,59.68,F,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,12/6/1957,47.354474,-117.793665,0
fraud_Stracke-Lemke,grocery_pos,92.54,M,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,30/08/1967,32.489305,-104.998767,0
fraud_Halvorson Group,misc_pos,177.62,F,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",24/07/1992,32.269261,-96.633538,0
fraud_Luettgen PLC,gas_transport,47.19,F,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",26/12/1997,31.687491,-83.467793,0
fraud_Miller-Hauck,grocery_pos,116.59,M,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",8/9/1938,35.628198,-92.207481,0
fraud_Huels-Nolan,gas_transport,45.89,F,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",27/12/1982,43.443842,-93.096028,0
fraud_Kilback LLC,grocery_pos,109.08,M,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",18/03/1980,37.089049,-93.638753,0
fraud_VonRueden Group,grocery_net,81.65,M,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,2/4/1933,43.818798,-70.909568,0
fraud_Wolf Inc,grocery_pos,46.21,M,Rockwood,PA,15557,39.9373,-79.1865,3684,General practice doctor,10/1/1976,39.912092,-79.740046,0
"fraud_Connelly, Reichert and Fritsch",gas_transport,64.82,F,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",7/10/1998,40.740743,-87.564594,0
fraud_Prohaska-Murray,gas_transport,56.42,F,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,19/03/1985,39.290336,-75.920396,0
"fraud_Ferry, Reichel and DuBuque",grocery_net,56.64,M,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,2/7/1982,39.808379,-76.593242,0
"fraud_Boehm, Predovic and Reinger",misc_pos,60.29,F,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",16/12/1984,29.256622,-95.426762,0
fraud_Kutch and Sons,grocery_pos,75.95,M,Dallas,TX,75210,32.7699,-96.743,1263321,Television camera operator,24/11/1942,32.292937,-97.563444,0
"fraud_Stroman, Hudson and Erdman",gas_transport,57.26,M,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,29/04/1993,41.181965,-73.3274,0
fraud_Hackett-Lueilwitz,grocery_pos,108.62,F,Blairsden-Graeagle,CA,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),27/05/1967,40.462758,-121.559432,0
